item_sets,supp_count
B00NBEWB4U,3862
B00NNMB3KS,3995
B00OAJ412U,6154
B00OBRE5UE,6052
B00OFLMMK6,3824
B00OR6T842,5268
B00P24XKS8,3255
B00P7EVST6,13091
B00PEPIWNI,3012
B00PJSIIES,3163
B00Q2VPI8A,3966
B00R1EPGRA,3220
B00RFLXCRK,4295
B00SF6VSVG,3026
B007I5JT4S,4483
B00STP86CW,3358
B00SUX3XQC,3360
B00TIT3KYC,3070
B00TKFEEAS,3002
B00UA8ZUFW,3069
B00UB9UJFQ,5169
B00UJ3IULO,3269
B00UYL7LIY,3288
B00UZRVY12,3760
B00VMJEK2C,3862
B00VMLFG3C,3118
B00VUWP6EW,3514
B00W586H5W,3071
B00W8XXRPM,4207
B00WS63GZK,3895
B00XMD7KPU,3844
B00YG1FNVA,3507
B010MS67ZG,5326
B010OYASRG,24252
B011WBI4S0,5328
B012HGA31K,3433
B013CCTM2E,4107
B013QJ0W8Q,4721
B0143IIP4W,6210
B014I8T4MO,3314
B014I8V0EO,3142
B015IEW1AY,3031
B015WCV70W,3229
B016HL4CAY,3447
B016I3T3CI,3632
B016XTADG2,6189
B018APC50Y,3733
B0191XMBV2,3404
B01C6ESQM6,3159
B01DA0YCNC,6166
B01DEMTOQ6,3181
B01DJL4DY0,4276
B01DMHPT3U,3171
B01F9RGWF0,4564
B01GDIU3T0,3110
B004LLIKVU,4978
B004Q7CK9M,7343
B0091JKVU0,3285
B000168QTU,3571
B0001ES9FI,3285
B0001LO3FG,6080
B0009F3PM6,3245
B000E1FZHS,3189
B000EVMNMI,5334
B000F4DKAI,6084
B000H2XXRS,5138
B000HDK0DC,3444
B000U0OUP6,3194
B000X3TPHS,3401
B000YN2GVY,3249
B002HQCWYM,5267
B003OGKCDC,4664
B00542YXFW,7110
B005K4Q1T0,3848
B006CNTR6W,4302
B006IOKA9S,3803
B008MOMYRI,3557
B009E7YBEQ,3043
B009OWOKFQ,3147
B00BUKL666,8355
B00C1LXBFC,4168
B00CPZPYLS,5162
B00D3M2QP4,7736
B00DS842HS,5667
B008QMX2SG,7755
B00EDHW7K2,4423
B00EKLPLU4,3422
B00H889MGK,3343
B00KCCKV8W,4529
B00KSN9TME,3352
B00M2OGS08,4844
B00PFDH0IC,4819
B00R7PWK7W,4004
B00WBUX2UM,3649
B00XA8XWGS,4317
B01E5XTW24,6253
B00002N602,3132
B00002N8CX,3387
B00004OCKR,3577
B00004RFRV,4229
B00004VWKQ,3935
B00005IBX9,3500
B00005MF9C,4694
B00005NCWQ,3983
B00005UP2N,7876
B000067DW6,3945
B00008GKDN,3033
B00008GKDU,3186
B00008UA3Y,3581
B00009R66F,6822
B00018RRRK,4044
B0001LO5HC,3919
B000638D32,5717
B0006ZUHR0,4201
B000BWZ7QO,5635
B000CO89T8,3138
B000EJVYTS,3561
B000F49XXG,3641
B000GA53CO,3073
B000GWG0T2,4776
B000HK03HI,4346
B000I6JZWA,3025
B000LZ3PJ2,4958
B000M8YMEU,4324
B000N4WN08,6172
B000RL1WNQ,5956
B000TYBWIG,3798
B000V5X826,3530
B000VENLF6,6043
B000YGEVMI,6493
B0012LOQUQ,4202
B0014CX87U,4639
B0015NC4H8,3388
B0015TMHSI,3563
B001892AX2,6930
B001A60SXW,4536
B001CQTLJM,4247
B001EYFQ28,4525
B001FWXKTA,3058
B001L7OIVI,3059
B001N07KUE,3645
B001PB8EJ2,6283
B001XW8KW4,4926
B002HFA5F6,3460
B002KAPNA0,3153
B002S52ZDU,3205
B003R28HWQ,4309
B003U4M6WI,3452
B0041Q409G,3402
B0042ZB288,4066
B004412GTO,3761
B00474X5DO,3849
B004BOH6BM,3253
B004CVKVKM,3193
B004FLZH7Q,3117
B004G5TQIM,3280
B004GNGID0,3128
B004ILTH1K,3301
B004LLHECQ,3038
B004LQ1RE2,3165
B004QM8W26,3232
B004XK4N9C,3444
B004YZYM4C,3038
B0051HDL44,4556
B00538G5PI,4086
B005DN664S,4745
B005OT11B4,4343
B005PO9T4Y,4200
B0060BSQJK,3486
B00635VODS,5490
B006JXSCFC,3555
B0071OUJDQ,3169
B007ACTN54,3533
B007HQ0MGW,3390
B007WQ9YNE,4297
B007WQ9YNE,3010
B007ZF638G,4080
B008DBRFBK,3140
B00902X68W,8378
B0091YYUAM,7591
B0099ZUCB4,5131
B005OLK55A,4348
B009GCXETW,5342
B009HVH4XO,12682
B009SZ2R04,3111
B009ZJ2M7G,7365
B00AMNCYNQ,5346
B00ARQVLGO,4465
B00AYULZEQ,3803
B00C54B25G,4567
B00C91XVQ8,3999
B00C95O3HK,3494
B00CM220CK,3069
B00COK3FD8,9066
B00D8L8TEC,3515
B00DDXWFY0,4587
B00DH2H5KG,4720
B00DRR8G4U,3210
B00DTONATC,3581
B00DU1R19E,6489
B00EFBD0DO,3279
B00EI7DPPI,3525
B00EINBSJ2,12618
B00EJOYNBA,4334
B00EQT70QS,4471
B00ETP7D3E,6406
B00FLQ4EE6,3031
B00FLYWNYQ,11915
B00FLYWNYQ,12870
B00GGMFK9M,3389
B00GSXFKYY,3022
B00H1QWD6A,5917
B00HEQO2DY,3816
B00HYOGTR8,4626
B00INRW7GC,4847
B00IOEFBKS,5901
B00IR77HOK,6841
B00JE36GLQ,3301
B00JJHYPE2,3968
B00JVLG2KG,6487
B00KDL1050,3524
B00KDW20QC,3499
B00L5G2074,3391
B00L9V8GSW,3100
B00LCCUEKQ,3054
B00LS9UD2M,3851
B00LV4W8BI,11271
B00MG2OOHK,6216
B00MV1DB6Q,4697
B00MVWGQX0,3137
B00NHWGGWE,4039
B00NLLUNSE,6347
B00NX47YP4,12184
B00OHTKVM2,3769
B00Q7EV29G,12218
B00QDHWFZM,3783
B00RW7OYCO,3581
B00T28FWVS,3014
B00T6TKYPC,5297
B00UNNODRK,3698
B00UY138QI,3708
B00VANO9OE,7759
B00X5ETKU4,4827
B00X8KSKF6,7119
B00XK9BW1O,3115
B00Z06EBQS,3018
B00ZETJN1O,3788
B010S5WEZA,3169
B0113UZJE2,5752
B012H0KA5A,4223
B013IJPTFK,3106
B013R3Q7B2,4028
B014P3B7TU,6246
B0157T2ENY,3886
B010B0CA9W,4666
B017X9JIBM,3108
B018M5WVQU,4234
B018UQ5AMS,5518
B0196BJHXY,3720
B019D9HESO,10763
B019J9AUZW,3415
B01ARJ7SBM,3291
B01AZB6TQW,4015
B01B87TMOS,3513
B01CMT8DFU,6188
B01ESZPD9U,3457
B01F5K9WMQ,3123
"('B01G7SBOF8', 'B01G7SGOL2')",6242
B01H2OCVYO,3660
B01HC7BNJA,3540
B0002EQU6C,5536
B000F4OYMQ,3605
B0013BKDO8,9118
B005KMDV9A,5405
B00837ZGRY,4230
B008YA6BWE,5184
B00AZBIZTW,9770
B00C351GBC,3347
B00DMI632G,4010
B00DRALJ28,11400
B00GZE3UJ8,3578
B001BPYMCU,5287
B00571F26Y,5191
B006KWAKDE,4055
B009Y3ON4I,3023
B00ABLJ5X6,4540
B00C2WDD5I,12043
B00CATSONE,3464
B00DMCV7K0,11255
B00EFWU91E,3539
B00EFWU9QY,3108
B00EOARZ4G,3093
B00ESJ3S94,3152
B00GIUG3ES,3925
B00IJYII4E,3398
B00WCD5GYS,5138
B00XSSYR50,7536
B00YN6XHMU,11473
B012P4ZORW,3035
B0142IHZPI,8186
B015BIHKH6,4501
B017R65QS0,4921
B018SCGDWK,3011
B01D6NM4VA,3281
B0013U0EYI,5380
