item_sets,supp_count
0312950489,1808
0316001821,2951
031600202X,1658
0316026697,4734
0316027650,1969
031604461X,1971
0316044695,10962
0316055433,7708
0316056871,3736
0316069515,2422
0316055433,8487
0316069434,2816
0316097497,1611
0316098329,3765
031612091X,4179
0316129089,1676
0316175676,2387
0316176494,2276
0316199869,3457
0316206857,7661
0316206873,3750
0316210870,3189
0316210900,2850
0316210986,1636
0316211044,1664
0316211273,2431
0316225886,2931
0316225908,2281
0316225932,5447
0316225940,5417
0316225983,3111
0316228532,12482
031623480X,4038
0316235024,1938
0316245283,7105
0316273880,1620
0316274038,1813
0316278157,2161
0316290033,2453
0316306797,3035
0316335614,2657
0316339377,2240
0316346624,1874
0316349895,2568
0316376469,2196
0316404152,2008
0316405388,2163
0316406996,1915
0316407046,2750
0316408751,3326
0316557994,2106
0316666009,1586
0316724750,1599
0329258400,4612
0330419668,1649
0330444085,1585
0330449605,2196
0340364777,1981
0099619105,2632
0230754902,3061
0340693258,1567
0340820462,2937
0340822538,5359
0340822775,1656
0340835451,3060
0340943831,3395
0340979496,2165
0340980486,1568
0340992565,2606
0340979496,11694
0340992565,1642
0345486455,1809
034550075X,1513
0345504976,2811
0345504992,1899
034550500X,1697
0345505336,2682
0345514408,2532
0345528670,2406
0345531019,1750
0345531051,1816
0345533429,1667
0345533666,7074
0345534530,2147
0345539788,3295
0345542894,1521
0345542975,2598
034554305X,1792
0345539834,2114
0345539869,1543
0345542894,3024
0345542924,2990
0345542975,1606
0345543017,2840
0345543254,6333
034554398X,3612
0345544943,6235
0345544978,3313
0345543246,15174
0345543254,4961
0345544978,3478
0345807294,2030
0346123267,1731
034612557X,2022
0349141800,3552
0349403678,2057
0349403732,1655
034940593X,1855
0349407061,2009
0349407762,4936
0349407835,1681
0345543246,1731
0349140359,1624
0349142920,2001
0349403759,4245
0349409137,2069
034941078X,2542
0349410828,2193
0349410917,1820
0349414939,1916
0356500950,2379
0356500969,3526
0356501558,2165
0356501566,1772
0356502481,2301
037032921X,4926
0373002572,1664
0356500276,1863
037032921X,11309
0373266154,2992
0374214913,1790
0374264260,2811
0374360960,2220
0374374562,2730
037543075X,3291
0375432329,2553
037543318X,2460
0375433392,2053
0375434321,2308
0375434542,5003
0375725601,4560
0375760377,1840
0385257406,4383
0385263481,1600
0385296479,1949
0385316917,1734
0385336667,2042
0385336675,2198
0385340559,4482
0385341008,3893
0385342462,4140
0385343159,1592
0385344430,6630
038534905X,1977
0385344430,4145
0385349173,5412
0385349947,3733
0385353308,2927
0385359594,1592
0385368267,3366
0385390092,2170
0385393938,3468
0385393997,1969
0385408250,1561
0385427107,1564
0385523394,3699
0385523904,1581
0385537859,6254
0385539258,2496
0385541171,2276
0385541198,3253
0385543913,1790
0385537859,8610
0385539436,6703
0385541198,2528
0385543026,3339
0385660073,5115
038568231X,12813
0385683421,2201
0385689225,4618
0385677006,5524
038568231X,17942
0393072231,1937
038568231X,12672
0393081087,1737
0393609391,2415
0394493451,1775
0395389496,1519
0395510600,1672
0399128298,4716
0399132635,1859
0399142533,3073
0399144676,4799
0399146237,2261
0399157573,1624
039915910X,1679
0399159347,7516
0399159894,3870
0399160450,2437
0399160477,3092
0399160779,1540
0399162372,3036
0399159010,3364
0399159312,1922
0399159347,8051
0399159371,3157
0399161481,1990
0399162380,2961
0399164421,1569
039916443X,1564
0399164456,3343
0399167064,8456
0399167447,3033
0399167455,1956
0399167064,5878
0399168796,3650
0399168915,1957
0399170871,2400
0399172920,1629
0399173358,2095
0399179135,2223
0399179194,1579
0399184570,1960
0399179135,2302
0399593489,2929
0399900705,1831
0425246035,1568
0425246043,2687
0425252868,4215
0425256391,2083
0425259854,5287
0425259862,4357
0425259870,4626
0425263908,5268
042526596X,1594
0425266060,6899
0425266060,3853
0425273865,3794
0425280101,2325
0425280128,1597
0425284689,6086
0439023521,2462
0439023521,17563
0439064864,3994
0439139600,5315
0439249546,13833
0439287197,3612
0439358078,5833
0439804078,2353
0439845092,1551
044630557X,2893
0446359637,1604
0446386898,1516
0446500704,1754
0446520594,1571
0446527793,1741
044654759X,6695
0446547654,3287
0446568813,2139
0446568813,3244
0446579939,1632
0446580848,2042
0446580856,2563
0446612774,4033
0446691437,2570
0451211634,4447
0451216954,1985
0451218043,2295
0451230825,2580
0451239350,1683
0451412656,10306
0451412729,2686
045141411X,2549
0451414128,2981
0451414136,1782
0451417054,3301
0451417089,2519
0451419707,2802
0451482212,3403
0452285216,1541
0452296366,1959
0486488381,1635
0486789640,2726
0486796647,2565
0505527847,2621
0525492127,3733
0525955097,2566
0525955100,2349
0528011499,1746
0529120887,10834
0544025830,1948
0529120887,5240
0544114515,1624
0544264975,1898
0544272994,3435
0544320832,2591
0544334485,2083
0544609719,2873
0544838262,2914
0545071011,1879
0545123267,1640
0545302862,2356
0545582881,16430
0545604265,1712
0547744943,2065
054774501X,4067
0547745524,2085
0547884591,1643
054799219X,1798
0552160962,6404
0552774294,2580
055277572X,7204
055277667X,3023
0552778478,6536
0552778478,5747
0553212737,4869
0553292587,2664
0553381156,1641
0553393235,1941
0553418025,9787
0553447785,2131
0553496646,1720
0553418025,18321
0553526936,2145
0553805444,1588
0571179924,1987
0575081406,6325
0575089911,1539
0575097418,5517
0575102489,5222
0593072960,2889
0593073827,5702
0593077393,2584
0595440096,5507
0606320830,1710
0606365273,2276
0606256725,2433
0606322639,5102
060632416X,2940
0606365273,4852
0606371192,3797
060637387X,3036
0613033205,1591
0613171373,2706
0613213637,1730
0613237528,6049
0613237528,1710
0615351913,2910
0615419178,1589
0615437850,2450
0615553028,2414
0615581927,3342
0615590586,2735
0615590624,1939
0615608868,1604
061572647X,1505
061579615X,1697
0615824285,1949
0615825796,1717
0615953948,2710
0641866240,6746
0671015206,1586
0671023195,1857
0671207822,3878
0671244094,1702
0671315285,4102
0671447866,2317
0671449028,2243
0671456547,1577
067162413X,1570
0671715445,2782
0679444327,1740
0684813637,1662
0684824906,2957
0692282343,1952
0692312374,2678
0692351310,1754
0692406379,1922
069289344X,2383
0713998636,1660
0718077296,2753
0718077954,3236
0718079183,4813
0718084225,1850
0718178130,9235
0718180283,2133
0735221952,2586
0736430512,1724
073936474X,1688
0739380338,1963
0739421042,1533
0739431234,2445
0739438069,2708
0739438069,1547
0739453939,1977
0739462911,1929
0739474464,1680
0739474979,7136
0740748475,1735
0741436205,1671
0743436741,1617
0743488814,3050
0743527992,1684
0743554450,4259
074356619X,1815
0743566572,3032
074356619X,3929
0743572203,2364
0743572750,2070
0743579631,1938
0743597222,1765
0744549183,1810
0749007400,2041
0749958790,7284
0751541184,2231
0751549959,8569
0751550019,2841
0751550051,2738
0751552674,1957
0751565350,7236
0751565873,1843
075156656X,1775
0753555204,1614
0755361881,2222
0756615186,1614
0756666937,1585
0757303323,1868
0758278454,3382
0758605323,2000
0761169253,1751
0761463275,3067
0762454873,2328
0762454970,2829
0763644765,2669
0764202677,1668
0764208381,1697
0764209825,1741
0764210319,1539
0764218913,1589
0764227009,1690
0764228277,1565
0765309408,2092
0765317583,3438
0765317583,3182
0765326264,4653
076532637X,1577
0765330547,1863
0765331152,3524
0765376717,1771
0778313476,1952
0778316556,3378
077880139X,1743
0780648838,3476
078141296X,2057
0781414024,2077
0785218955,1612
0785229213,1769
0785262180,5266
0785289623,2368
0786012668,2257
0786039116,1607
0786224681,2564
078689072X,1506
0786965606,2305
0788844164,3114
0800719980,2013
0800733851,1586
0800757181,2130
0800788036,3840
0800788222,1740
0802407692,10824
0804179034,1929
0804190119,1676
080419081X,1906
080419257X,3833
0804192898,5203
0805093079,7479
0805096663,7126
080509668X,6951
0805098542,7298
0805448659,2607
080509668X,2509
0805098542,1747
0811877825,2755
0811879542,1884
0812469496,5495
0812976894,1817
081298840X,7415
0825420164,1683
0842363726,1542
0842379428,1821
0842384898,1994
0849946158,11066
0857201700,1522
0857203312,2020
0857207113,2676
0857208691,3641
0857208748,3481
0857862650,3124
0876120850,1866
088070909X,2330
0880801441,2900
0890425558,2305
0891097287,2363
091585600X,2018
0916441423,1677
0930289455,1552
0931432820,2142
0937611468,2086
0957652232,2962
0957652240,1808
0963942964,1517
0967089735,1693
0971727902,1624
0975599518,1608
097901977X,2665
0981951244,1774
0982301820,7678
098241708X,1893
0982618492,3635
0982717105,3035
0982717121,1569
0983398038,1907
0983492700,3534
0983741700,1510
0983952418,1796
0984502203,11174
0984817301,1530
0985462752,1576
0985777338,1995
0986842222,2427
0988234807,2358
0988262509,1876
0988263408,2173
0988301318,2108
0988348268,1985
0988667908,3523
0989104400,2012
0989281000,1990
0989450201,2066
0989450236,3036
0989450252,2622
0989496023,1947
0989768414,2424
099047982X,2478
0991140230,2606
0991379667,1911
0991395859,1701
0991379667,4646
0991457951,2152
0991677196,6554
0993862500,2745
0996275460,1742
110188696X,4598
1101946342,11497
1250000971,2161
125000098X,1935
1250010713,2119
1250022118,2596
1250029465,2075
1250034469,2281
1250040159,1823
125005236X,1555
1250058902,1633
125006161X,1660
125006225X,1503
1250066115,2536
1250066999,1965
1250067057,1882
1250109302,2430
1250123135,1611
1250132363,3305
1250158060,6424
1328683788,1902
132876754X,1538
133813437X,1804
1400116554,2256
1400203759,2365
1400205875,1524
1401940676,2428
1401948316,3069
1406330337,1819
1406330396,2754
1406332933,3079
1406337609,1798
1408704617,5709
140883233X,2539
1408834944,1650
1408839121,3387
1408842432,6237
1408857863,2526
140885788X,2778
1408857901,1710
1408866749,1878
1408872897,1636
1409151522,1714
1410440478,8987
1410445224,2645
1410447863,2450
1410458229,3594
1410459756,1685
1410460878,1852
1410466264,1798
141046668X,3820
1410470997,2752
1410472922,4903
141047383X,3873
1410478750,2977
1410483673,2198
1410491161,1544
1410493415,2848
1410493547,2746
1410445224,2744
141046900X,6846
1410472922,9588
1410478750,2006
1410482596,4139
1410493377,1987
1410493415,2131
1410493547,4987
1414319711,1791
141433625X,1731
1414336284,1852
1414368194,1758
141603708X,1996
1416502491,3372
1419667394,1774
1432842323,3014
1433502410,1922
1433524724,8091
1433673088,1545
1433688670,2132
1433805596,3389
1439152802,3123
1439153663,4931
1439173249,2018
1439199353,2142
1440579776,1614
1441303251,1812
1441731326,2591
1441766073,2269
1442344563,1603
1442346965,1632
144235948X,2535
1442360925,2426
1442360941,2444
1442362383,8566
1442365528,2290
1442365560,1925
1442366109,3657
1442366621,1645
144235948X,2139
1442367636,1796
1442369183,5849
1442372729,1534
1442375094,1725
1442378182,2382
1442381221,1929
1442383453,1581
1442384344,4421
1442384433,2123
144238493X,2209
1442385804,1830
144238820X,3147
1442390840,1965
1442391235,1824
1442369213,1695
1444746138,1702
1444775847,2649
1444778536,1508
1444779761,2804
1444784846,3152
1444791427,3054
1444798847,2180
1447259297,2615
1447260287,2256
1447259297,2074
1447286200,1717
1447287967,7830
1449410243,1620
144947425X,4758
145151705X,1689
1451532512,1848
1451612060,1676
1451621388,2823
1455124176,2514
1455134767,2149
1455521299,3066
1455525839,1700
1455525898,1932
1455530093,3385
1455536253,3646
1455539740,1807
1455540412,2999
1455541516,5694
1455548987,3718
1455568872,2896
1455571156,2031
1455576506,2949
1455578347,1520
1455581186,1598
1455584916,2631
145558651X,3004
1455883549,3318
1456324608,1882
1460995457,2166
1461052149,1822
1461085977,2299
1463514581,4461
1463534922,1884
1463604815,2607
1463717091,4271
1467917109,1809
1467964409,1519
1468139339,2350
1468161660,2265
1469210711,1849
1469208547,2301
1469216051,5677
1469217090,1555
1469227886,2475
1469228009,3716
1469237164,1655
1469250675,1786
1469289881,1612
1469290103,2199
1469291118,3302
1469294443,1706
1469984202,2185
1469984202,10413
147003655X,2040
1470381788,4570
1471118630,2660
1471133524,1553
1471144011,1694
1471146715,2208
1471148327,1732
147115193X,1715
1472229959,4383
1473634016,3301
1475031904,4991
1475070306,2007
1475143389,2887
1476707634,2163
1476741182,3133
147674355X,3867
147674355X,4269
1476753164,3168
1476753180,2900
1476755590,2404
1476761779,1795
1476765340,2079
1476765367,1779
1476783284,1780
1476791457,1776
1477665412,2048
1477807616,1640
1477808663,2101
1477808701,3374
1477809732,3051
1477809783,2796
1477817182,2808
1477817409,1515
1477817506,1660
1477818243,2691
147781826X,2348
1477818294,3434
1477819711,2076
1477820019,3986
1477809686,1556
1477817158,1642
1477818065,2152
1477818529,1820
1477819681,2557
1477820019,4040
1477820272,4659
1477820280,2174
1477820469,2063
1477820876,6139
1477821937,1790
1477822585,3412
1477822593,2332
147782314X,4541
1477823476,2307
1477820876,2086
1477820884,2358
1477821937,4827
1477822089,5186
1477823832,3025
1477824243,4188
1477824499,1700
1477824944,2466
1477825576,4024
1477825975,2883
1477825576,7957
1477825843,1702
1477825975,2970
1477826106,2230
1477826580,1953
1477827021,3010
1477827757,1523
147782801X,1923
1477828435,1704
1477829385,1871
1477829407,3445
1477827722,1573
1477828737,4736
1477829822,2465
1477829865,1908
1477830049,2628
1477830138,1698
1477848150,4415
1477848355,2102
1477848665,5098
1477848878,1561
1477849432,1852
1477849734,1614
1477848665,2736
1477848827,2925
1478121734,2383
147813223X,4707
1478230096,1855
1478288892,1562
1479147109,3567
1479370118,2584
148012298X,1682
1480219851,1697
1480504246,1571
1480568112,3789
1480584932,2079
1481158643,1800
1481274708,1592
1481523821,1510
1481882902,2065
1482066300,2109
148261376X,1944
148397555X,1648
1484009290,1861
1484015800,3790
1484076249,3069
1490313370,1631
1490505776,1988
1490527516,2059
1490536388,1777
1491087366,1851
1491231130,1659
1491513632,1950
1491591846,3626
1491598778,4767
1492121169,1501
1492123595,1679
1492156361,1628
1492291560,1780
1492707872,2618
1492718475,2390
1492747890,3049
1492788678,1649
1492976423,2373
1493560336,1651
1493582488,1553
1494557223,3172
149910877X,1635
1500697974,1736
1500847232,1742
1500986194,2857
1501086138,2679
1501099027,2125
1501086138,4451
1501110349,1858
1501110365,3213
1501132938,2661
1501138006,1764
1501180126,2587
1501181823,1770
1501188291,1889
1501200267,2802
1501215213,2360
1501228722,6698
1501257544,4615
1501260235,2505
1502446936,2563
1502830825,1575
1503281981,1832
1503933385,2776
1503933547,2271
1503934152,2585
1503934713,1841
1503934756,1582
1503935183,1651
1503935205,2309
1503936171,2102
1503936805,2969
1503936821,2379
1503936864,4983
1503934713,8019
1503934993,1939
1503935310,9674
1503936724,1910
1503936899,1601
1503936902,2833
1503937623,2074
1503938158,1632
1503938263,1813
1503938719,2296
1503938778,1782
1503939308,2935
1503939324,4426
1503939448,2359
1503939820,1517
1503940403,1898
1503934713,1781
1503936198,3311
1503937461,1810
1503941892,3181
1503942767,2375
1503943372,2336
1503943429,3410
1503943658,1672
1503943925,2845
1503943941,2068
1503945545,2613
1503946185,1533
1503941922,1666
1503943372,15000
1503945626,3240
1503947459,1520
1503947874,2476
1503948706,2526
1503948986,1685
1503949184,1651
1503950107,1596
1503950255,1677
1503950549,1720
1503950646,2742
1503950255,6515
1503950778,1826
1503952088,2740
1503952231,2496
1503953319,3030
1503953386,7191
1503953572,2005
1503953866,1648
1503954064,2506
1504634349,2053
1505679443,1869
150610715X,1747
1508706255,1501
1514193159,3394
1514335506,1578
151476993X,1877
1514792400,2060
1515954072,1682
1517028817,2113
1517153158,4135
151738799X,2048
1518674127,1967
1518729371,1541
1519004648,1800
1522938087,1506
1531865313,2256
1534640150,2245
1535197722,2524
1536616931,1722
1536617636,2715
1536648884,1652
1536690872,1648
1539844579,1687
1542045851,1513
1542046599,5793
1542049954,1665
1542383692,2016
1542722829,3993
1543624413,1613
1543644325,2079
1556114931,2428
1581344368,1995
1582972400,1550
159080631X,1570
1591862027,1569
1592642195,3183
1592983073,2723
1602600155,2090
1609077059,1629
1609580834,2377
1611097843,1583
1611735270,7852
1611749271,3113
1612181953,2131
1612185304,3020
1616550414,2134
1623156122,1688
1623363586,2197
1626250766,4003
1628600020,2507
1628600543,3366
1629550620,1538
1629982423,3160
1629990787,1587
1632914700,1870
1635615372,2562
1682304302,1631
1784970050,1960
1785770527,3385
1786810069,1836
1786811138,2577
1847442269,2367
1878424319,6208
1896350542,3159
