item_sets,supp_count
B00IYAG7DW,6574
B00KKXCJQU,6392
B00M4NF9H0,10743
B00NT50VJI,7665
B00NYLUESU,7665
B00STBRT9M,8264
"('B00SU5244M', 'B00SU52460')",6560
B00UAHIH9E,6446
B00UFJS0I0,8627
"('B00UHAC5L0', 'B00UI91214')",7670
B00V3MYAZA,7472
B00V6K7P0G,8626
B00VJOT0CK,8732
B00WBHSMOQ,8746
B00WRGPHY4,8799
B00WUMK6JG,5416
B00X8AMIDG,8799
B00F3EDEOC,8749
B010PKFL2Q,5687
B0113OB89S,5183
B00OD9JH6W,8114
"('B013CA13K0', 'B013CZSN5S')",5090
B015YA2Z26,7446
B00J46VVKE,12044
B0006BB9MG,5969
B000BQ7GW8,12416
B000FNFSPY,6311
B000HPV3RW,8505
B000JE7GPY,5178
B0015DYMVO,5362
"('B0019EHU8G', 'B0019HL8Q8')",12753
B001TH7GUU,7089
B001XURP8Q,5840
B003L1ZYYW,15121
B003MTTJOY,7203
B0043T7FXE,11123
B0043WJRRS,10186
B004OVECU0,5289
B004WODP20,6916
B005AOKW8Q,5157
B005DKZTMG,7613
B005EJH6RW,5462
B005FYNSUA,5152
B005LDLP8W,7654
B005LJQMCK,7245
B005LJQO9G,5311
B005WGEZ1C,7683
B006GWO5WK,13187
B006JH8T3S,8019
B006W8U2MU,9264
B007FHX9OK,5578
B007WTAJTO,5107
B008EPW1MI,5334
B008F4USMS,5336
B0092KRAXY,5515
B009A5204K,7019
B009D79VH4,5298
B009SYZ8OC,7131
B00A8LN70Q,5249
B00B2N7B60,5445
B00BIFNTMC,5104
B00BN0N0LW,6542
B00BP5KOPA,8678
B00BUSDVBQ,5399
B00BWF5U0M,12399
B00CD8AFFW,9217
B00CZ6FEG2,5999
B00DIF2BO2,14602
B00DIFIM36,5810
B00E055H5O,10526
B00E8HGWIK,5241
B00EL94Z4I,5467
B00FDUHD2K,6728
B00GHY5JAO,7022
B00HVT170U,7168
B00IF70T4M,5743
B00ITIQI92,13040
B00IVPU786,5309
B00IVPU7AO,11275
B00JX1ZS5O,7794
B00KWR8ME2,8269
B00L0YLRUW,15211
B00L3KO5WK,5116
B00LIX177I,5745
B00LLEODCK,5430
B00LP6CFEC,6109
B00M55C0NS,6923
B00N1O1NQW,5291
B00OAJ412U,6154
B00OBRE5UE,6052
B00OR6T842,5268
B00P7EVST6,13091
B00UB9UJFQ,5169
B010MS67ZG,5326
B010OYASRG,24252
B011WBI4S0,5328
B0143IIP4W,6210
B016XTADG2,6189
B01DA0YCNC,6166
B004Q7CK9M,7343
B0001LO3FG,6080
B000EVMNMI,5334
B000F4DKAI,6084
B000H2XXRS,5138
B002HQCWYM,5267
B00542YXFW,7110
B00BUKL666,8355
B00CPZPYLS,5162
B00D3M2QP4,7736
B00DS842HS,5667
B008QMX2SG,7755
B01E5XTW24,6253
B00005UP2N,7876
B00009R66F,6822
B000638D32,5717
B000BWZ7QO,5635
B000N4WN08,6172
B000RL1WNQ,5956
B000VENLF6,6043
B000YGEVMI,6493
B001892AX2,6930
B001PB8EJ2,6283
B00635VODS,5490
B00902X68W,8378
B0091YYUAM,7591
B0099ZUCB4,5131
B009GCXETW,5342
B009HVH4XO,12682
B009ZJ2M7G,7365
B00AMNCYNQ,5346
B00B5WQSL2,5313
B00COK3FD8,9066
B00DU1R19E,6489
B00EINBSJ2,12618
B00ETP7D3E,6406
B00FLYWNYQ,11915
B00FLYWNYQ,12870
B00H1QWD6A,5917
B00IOEFBKS,5901
B00IR77HOK,6841
B00JVLG2KG,6487
B00LV4W8BI,11271
B00MG2OOHK,6216
B00NLLUNSE,6347
B00NX47YP4,12184
B00Q7EV29G,12218
B00T6TKYPC,5297
B00VANO9OE,7759
B00X8KSKF6,7119
B0113UZJE2,5752
B0118DYK3K,5057
B014P3B7TU,6246
B018UQ5AMS,5518
B019D9HESO,10763
B01CMT8DFU,6188
"('B01G7SBOF8', 'B01G7SGOL2')",6242
B0002EQU6C,5536
B0013BKDO8,9118
B005KMDV9A,5405
B008YA6BWE,5184
B00AZBIZTW,9770
B00DRALJ28,11400
B001BPYMCU,5287
B00571F26Y,5191
B00C2WDD5I,12043
B00DMCV7K0,11255
B00WCD5GYS,5138
B00XSSYR50,7536
B00YN6XHMU,11473
B0142IHZPI,8186
B0013U0EYI,5380
B00172O9NO,5098
6305837325,12084
B00005JLF2,8617
B00006CXSS,21483
B0000C2IQB,5195
B0001VL0KC,6508
B0002ERXC2,12317
B0009XRZ9M,5769
B000A59PMO,6698
B000E372ZY,6158
B000WGWQG8,11087
B002HEXVUI,6080
B0046ZT40W,10728
B00543R3WG,9299
B0058YPKIA,6835
B0059XTU1S,6240
B0059XTU3G,5229
B005LAJ1PE,5627
7799444371,6490
B005S9EJ14,6976
B0063FQREO,8981
B006X040NY,7289
B0090SI3EI,5305
B0095HHLMO,5243
B009934S5M,12349
B009GG2T3A,5590
B00AF6B22E,5677
B00AIBZMD6,6847
B00AQVMZKQ,20268
B00AS1Q8FW,9493
B00BMRTPEM,7045
B00C888NFQ,5245
B00FL31UF0,12155
B00HUCF7AO,10631
B00J2T18XS,7135
B00M0GM4DS,5901
B00M0GM4V0,5077
B00M0GMC26,9179
B00MO21WAY,5978
B00NAQ3EOK,8693
B00NJ4U5U4,5700
B00NYC65M8,7801
B00O4ZC57I,10414
B00OGL6S64,10583
"('B00PY4Q9OS', 'B00Q0G2VXM')",7078
"('B00Q0G2VXM', 'B00R8GUXPG')",5294
B00S2LSA5G,6536
B00SB9Y6KW,9060
B00UMDF01Y,8627
B00WNBABVC,13208
"('B00XQ142MW', 'B00YQJRYGY')",5386
B00YSG2ZPA,20349
B01013C5IU,5342
B014HDTT84,6878
B014LIIYPY,5202
B0167IE0KY,6246
B017S3OP7A,13062
B01BDUS0NY,5666
B01BHTSIOC,10522
B01BHTSIOC,7471
B01CDT609K,7054
B00006IEEV,12415
B0008G8G8Y,5140
B005QAQFFS,6336
B00AE9V3WQ,9733
B00AVWKUJS,7271
B00HFJWKWK,8168
B010TLSFA6,5903
B00004R9VV,6248
B000HCLLMM,7580
B00LCIYHSK,10020
B0002AT3MO,7758
B0002DHV16,5214
B0002DHXX2,7579
B0002H3ZLM,5077
B0002I0O5G,8170
B000634MH8,6545
B0009ZBKG4,6091
B000BQN9LA,9794
B000JJJ7CE,5811
B000L3XYZ4,6914
B000OX89XI,17212
B000UGB9EA,6896
B000W5QSYA,11613
B0009YD8OC,5108
B001LNSSH2,5861
B004J185LC,5973
B004X6UEH6,5766
B007RBB4XW,5480
B00BJLS55G,10512
B00BSYR7K8,7864
B00BU44VSM,6181
B00CD0H1ZC,8127
B00CPDWT2M,5149
B00FPKNRF0,7090
B00QAVNODI,7868
B00ZGPI3OY,5572
B00I3MVY9I,5077
B00XA9DADC,5278
B00CTTEKJW,5226
B00UB76290,7179
7245456313,6163
B001N3MKT2,5599
B0076R6MN4,5114
B00FFADO8A,6415
B00FO9ZRYQ,7027
B00G7H793G,5893
B00NPLSZF8,7310
B00Q46Z7A2,5342
B00SGB60YK,5346
B00V6JAEDC,8635
B00X77YTS2,6538
B018L2WM86,6960
B00004YVAJ,5375
B000DZGN7Q,5472
B0015UC17E,5057
B002JWSNIS,5823
B002P6EQPW,5422
B00396S1Q2,6431
B003IT5F14,5001
B00DQELHBS,6430
B00FR4YQYK,6302
B00IVM1TKO,9465
B00J4FHOB0,6735
B00JG2DETM,5950
B00NKSMPZW,7060
B00V7T1YRQ,12179
B00VUTAFR8,5397
B012ZIU79I,6464
B000YDDF6O,5887
B004S8F7QM,8251
B00WR5357G,6320
B010TQY7A8,6499
B00HTK1NCS,5107
